Row ID,Order Priority,Discount,Unit Price,Shipping Cost,Customer ID,Customer Name,Ship Mode,Customer Segment,Product Category,Product Sub-Category,Product Container,Product Name,Product Base Margin,Region,State or Province,City,Postal Code,Order Date,Ship Date,Profit,Quantity,Sales,Order ID,Price
25082,Not Specified,0.06,64.65,35,20,Marion Nolan Kaplan,Express Air,Small Business,Office Supplies,Storage & Organization,Large Box,Space Solutions Commercial Steel Shelving,0.8,Central,Nebraska,Bellevue,68005,5/31/2012,06-02-2012,-929.68,13,802.21,90036,₹ 840.45
25083,Not Specified,0,15.23,27.75,20,Marion Nolan Kaplan,Delivery Truck,Small Business,Furniture,Tables,Jumbo Box,Anderson Hickey Conga Table Tops & Accessories,0.76,Central,Nebraska,Bellevue,68005,5/31/2012,06-01-2012,-53.784,1,24.48,90036,₹ 15.23
25711,Medium,0,30.98,17.08,20,Marion Nolan Kaplan,Regular Air,Small Business,Office Supplies,Paper,Small Box,Xerox 197,0.4,Central,Nebraska,Bellevue,68005,03-07-2013,03-08-2013,-41.82,1,49.61,90037,₹ 30.98
5890,High,0.05,26.48,6.93,21,Tony Wilkins Winters,Regular Air,Small Business,Furniture,Office Furnishings,Small Box,DAX Natural Wood-Tone Poster Frame,0.49,East,New York,New York City,10012,5/15/2010,5/16/2010,384.38,70,1876.69,41793,"₹ 1,853.60"
6062,Not Specified,0.08,5,3.39,21,Tony Wilkins Winters,Regular Air,Small Business,Office Supplies,Rubber Bands,Wrap Bag,Advantus Plastic Paper Clips,0.37,East,New York,New York City,10012,5/21/2010,5/22/2010,-17.49,58,293.06,42949,₹ 290.00
6063,Not Specified,0.07,12.99,9.44,21,Tony Wilkins Winters,Regular Air,Small Business,Technology,Office Machines,Medium Box,Hewlett Packard 6S Scientific Calculator,0.39,East,New York,New York City,10012,5/21/2010,5/23/2010,-114.6399,71,914.29,42949,₹ 922.29
7711,Medium,0,30.98,17.08,21,Tony Wilkins Winters,Regular Air,Small Business,Office Supplies,Paper,Small Box,Xerox 197,0.4,East,New York,New York City,10012,03-07-2011,03-08-2011,-41.82,1,49.61,55269,₹ 30.98
1359,Low,0.05,5.85,2.27,21,Tony Wilkins Winters,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,"Dixon My First Ticonderoga Pencil, #2",0.56,East,New York,New York City,10012,4/20/2011,4/24/2011,-6.82,9,54.79,9895,₹ 52.65
2459,Critical,0.05,7.77,9.23,21,Tony Wilkins Winters,Express Air,Small Business,Office Supplies,Appliances,Small Box,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,0.58,East,New York,New York City,10012,04-06-2012,04-08-2012,-96.33,18,156.38,17860,₹ 139.86
3763,Critical,0.08,42.98,4.62,21,Tony Wilkins Winters,Express Air,Small Business,Office Supplies,Appliances,Small Box,Belkin F9M820V08 8 Outlet Surge,0.56,East,New York,New York City,10012,5/15/2012,5/16/2012,461.65,60,2585.97,26887,"₹ 2,578.80"
3764,Critical,0.07,8.04,8.94,21,Tony Wilkins Winters,Express Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,"Fellowes Twister Kit, Gray/Clear, 3/pkg",0.4,East,New York,New York City,10012,5/15/2012,5/15/2012,-117.1045,36,303.4,26887,₹ 289.44
7082,Not Specified,0.06,64.65,35,21,Tony Wilkins Winters,Express Air,Small Business,Office Supplies,Storage & Organization,Large Box,Space Solutions Commercial Steel Shelving,0.8,East,New York,New York City,10012,5/31/2012,06-02-2012,-929.68,50,3085.41,50533,"₹ 3,232.50"
7083,Not Specified,0,15.23,27.75,21,Tony Wilkins Winters,Delivery Truck,Small Business,Furniture,Tables,Jumbo Box,Anderson Hickey Conga Table Tops & Accessories,0.76,East,New York,New York City,10012,5/31/2012,06-01-2012,-53.784,5,122.4,50533,₹ 76.15
2578,Low,0.02,110.98,30,21,Tony Wilkins Winters,Delivery Truck,Small Business,Furniture,Chairs & Chairmats,Jumbo Drum,Office Star Flex Back Scooter Chair with White Frame,0.71,East,New York,New York City,10012,10-02-2013,10-04-2013,126.31,88,10303.73,18596,"₹ 9,766.24"
2579,Low,0.01,12.53,0.5,21,Tony Wilkins Winters,Regular Air,Small Business,Office Supplies,Labels,Small Box,Avery 485,0.38,East,New York,New York City,10012,10-02-2013,10-04-2013,223.38,67,872.68,18596,₹ 839.51
19249,High,0.05,14.34,5,23,Lynn Moss,Regular Air,Corporate,Furniture,Office Furnishings,Small Pack,Nu-Dell Leatherette Frames,0.49,West,California,Laguna Hills,92653,11-11-2011,11-12-2011,284.526,36,519.23,87655,₹ 516.24
19250,High,0,30.98,8.74,23,Lynn Moss,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1979,0.4,West,California,Laguna Hills,92653,11-11-2011,11-12-2011,859.2639,37,1245.31,87655,"₹ 1,146.26"
18350,Not Specified,0.07,22.84,5.47,23,Lynn Moss,Express Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1929,0.39,West,California,Laguna Hills,92653,09-10-2012,9/13/2012,83.24,7,165.11,87660,₹ 159.88
18478,Low,0.1,146.05,80.2,23,Lynn Moss,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,BPI Conference Tables,0.71,West,California,Laguna Hills,92653,11/18/2013,11/25/2013,353.77216,11,1591.71,87669,"₹ 1,606.55"
20631,High,0.06,55.48,14.3,24,Edna Thomas,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 194,0.37,West,California,Laguna Niguel,92677,1/28/2010,1/29/2010,-28.2968,1,67.49,87651,₹ 55.48
20632,High,0.02,1.68,1.57,24,Edna Thomas,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 323,0.59,West,California,Laguna Niguel,92677,1/28/2010,1/30/2010,-5.3072,1,2.25,87651,₹ 1.68
20309,Not Specified,0.07,205.99,2.5,24,Edna Thomas,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,V70,0.59,West,California,Laguna Niguel,92677,03-02-2012,03-04-2012,1489.8411,13,2159.19,87656,"₹ 2,677.87"
20625,High,0.06,21.38,8.99,24,Edna Thomas,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,Boston 1730 StandUp Electric Pencil Sharpener,0.59,West,California,Laguna Niguel,92677,12/19/2012,12/20/2012,-23.415,5,105.99,87662,₹ 106.90
21196,Critical,0.07,11.7,6.96,24,Edna Thomas,Regular Air,Corporate,Office Supplies,Appliances,Medium Box,Harmony HEPA Quiet Air Purifiers,0.5,West,California,Laguna Niguel,92677,1/13/2013,1/14/2013,-88.102,8,89.77,87663,₹ 93.60
21253,High,0.02,5.98,3.85,25,Virginia Hardison,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,"Imation 3.5"" IBM-Formatted Diskettes, 10/Pack",0.68,West,California,Lake Elsinore,92530,4/18/2012,4/20/2012,-27.13,1,7.12,87657,₹ 5.98
21254,High,0.05,5.98,5.2,25,Virginia Hardison,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1992,0.36,West,California,Lake Elsinore,92530,4/18/2012,4/20/2012,-10.58,1,7.81,87657,₹ 5.98
21251,Critical,0.06,25.98,5.37,25,Virginia Hardison,Regular Air,Corporate,Office Supplies,Appliances,Medium Box,3M Office Air Cleaner,0.5,West,California,Lake Elsinore,92530,07-02-2013,07-04-2013,86.51776,7,174.54,87666,₹ 181.86
21252,Critical,0.05,155.06,7.07,25,Virginia Hardison,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,"Dual Level, Single-Width Filing Carts",0.59,West,California,Lake Elsinore,92530,07-02-2013,07-04-2013,1268.4891,12,1838.39,87666,"₹ 1,860.72"
22410,Medium,0.08,59.98,3.99,26,Marguerite Kane,Regular Air,Corporate,Office Supplies,Appliances,Small Box,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,0.57,West,California,Lake Forest,92630,6/27/2012,6/29/2012,420.984,11,619.14,87658,₹ 659.78
22737,Not Specified,0,2.89,0.5,26,Marguerite Kane,Express Air,Corporate,Office Supplies,Labels,Small Box,Avery 498,0.38,West,California,Lake Forest,92630,09-02-2013,09-03-2013,19.4097,7,28.13,87667,₹ 20.23
21292,High,0.09,3.69,0.5,26,Marguerite Kane,Regular Air,Corporate,Office Supplies,Labels,Small Box,Avery 52,0.38,West,California,Lake Forest,92630,12-11-2013,12-12-2013,37.3704,15,54.16,87670,₹ 55.35
21293,High,0.06,65.99,8.99,26,Marguerite Kane,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,V 3600 Series,0.58,West,California,Lake Forest,92630,12-11-2013,12-12-2013,-85.606752,3,170.67,87670,₹ 197.97
23967,Not Specified,0.04,4.14,6.6,27,Guy Gallagher,Regular Air,Corporate,Furniture,Office Furnishings,Small Box,Eldon Image Series Black Desk Accessories,0.49,West,California,Lakewood,90712,11-02-2010,11-04-2010,8.894,12,54.78,87652,₹ 49.68
23535,Low,0.1,35.44,19.99,27,Guy Gallagher,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1880,0.38,West,California,Lakewood,90712,07-12-2012,7/14/2012,-47.01,4,142.51,87659,₹ 141.76
23536,Low,0.06,55.48,14.3,27,Guy Gallagher,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 194,0.37,West,California,Lakewood,90712,07-12-2012,7/17/2012,346.7043,9,502.47,87659,₹ 499.32
23505,Critical,0,8.09,7.96,27,Guy Gallagher,Express Air,Corporate,Furniture,Office Furnishings,Small Box,"6"" Cubicle Wall Clock, Black",0.49,West,California,Lakewood,90712,10/26/2012,10/26/2012,-171.2664,23,204.57,87661,₹ 186.07
23506,Critical,0.06,14.2,5.3,27,Guy Gallagher,Regular Air,Corporate,Furniture,Office Furnishings,Wrap Bag,Coloredge Poster Frame,0.46,West,California,Lakewood,90712,10/26/2012,10/28/2012,33.4144,11,161.11,87661,₹ 156.20
23968,Not Specified,0.01,65.99,8.99,27,Guy Gallagher,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,SC-3160,0.59,West,California,Lakewood,90712,11-02-2013,11-04-2013,847.943712,29,1730.04,87668,"₹ 1,913.71"
24987,High,0.06,2.88,0.7,28,Ronnie McNamara,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 346,0.56,West,California,Lancaster,93534,1/22/2011,1/23/2011,-2.2072,1,3.41,87653,₹ 2.88
24074,Critical,0.07,225.04,11.79,28,Ronnie McNamara,Regular Air,Corporate,Office Supplies,Appliances,Medium Box,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,0.42,West,California,Lancaster,93534,4/14/2013,4/16/2013,28.81,1,226.03,87665,₹ 225.04
25324,Not Specified,0.08,65.99,3.9,29,Elizabeth Walker,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,StarTAC Series,0.55,West,California,Lawndale,90260,1/30/2011,02-01-2011,-120.52304,3,164.1,87654,₹ 197.97
25323,Not Specified,0.08,3.08,0.99,29,Elizabeth Walker,Regular Air,Corporate,Office Supplies,Labels,Small Box,Avery 481,0.37,West,California,Lawndale,90260,1/30/2013,1/31/2013,-1.6864,1,3.85,87664,₹ 3.08
18877,High,0.01,6.48,6.65,31,Alice Capps,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1966,0.36,West,Oregon,Eugene,97405,08-11-2012,8/13/2012,-43.3316,15,99.56,89206,₹ 97.20
23509,High,0.08,34.99,7.73,32,Matthew Berman,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Small Box,Hunt Boston® Vacuum Mount KS Pencil Sharpener,0.59,West,Oregon,Grants Pass,97526,2/22/2010,2/23/2010,144.69,13,424.68,89199,₹ 454.87
23612,High,0.01,17.98,8.51,32,Matthew Berman,Regular Air,Corporate,Technology,Office Machines,Medium Box,Canon P1-DHIII Palm Printing Calculator,0.4,West,Oregon,Grants Pass,97526,3/27/2010,3/28/2010,-35.8788,2,40.17,89200,₹ 35.96
23278,Medium,0.09,125.99,7.69,32,Matthew Berman,Express Air,Corporate,Technology,Telephones and Communication,Small Box,StarTAC 3000,0.59,West,Oregon,Grants Pass,97526,7/20/2010,7/22/2010,209.997,8,783.55,89202,"₹ 1,007.92"
19355,Low,0.06,205.99,8.99,32,Matthew Berman,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,TimeportP7382,0.56,West,Oregon,Grants Pass,97526,09-12-2010,9/19/2010,2568.096,22,3838.14,89203,"₹ 4,531.78"
21213,Critical,0.08,8.95,2.01,32,Matthew Berman,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",0.39,West,Oregon,Grants Pass,97526,10-06-2011,10-08-2011,85.8636,15,133.07,89204,₹ 134.25
22221,High,0.06,449.99,49,32,Matthew Berman,Delivery Truck,Corporate,Technology,Copiers and Fax,Jumbo Drum,Canon PC940 Copier,0.38,West,Oregon,Grants Pass,97526,06-12-2013,6/14/2013,345,5,2157.25,89207,"₹ 2,249.95"
23654,Not Specified,0.03,4.24,5.41,33,Ricky Hensley,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Storex DuraTech Recycled Plastic Frosted Binders,0.35,West,Oregon,Gresham,97030,6/15/2010,6/17/2010,-84.4376,13,58.68,89201,₹ 55.12
23655,Not Specified,0.04,2.94,0.7,33,Ricky Hensley,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 338,0.58,West,Oregon,Gresham,97030,6/15/2010,6/16/2010,24.312,18,53.1,89201,₹ 52.92
25327,Medium,0.05,4.82,5.24,33,Ricky Hensley,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Wilson Jones Turn Tabs Binder Tool for Ring Binders,0.39,West,Oregon,Gresham,97030,1/26/2012,1/27/2012,-75.12168,5,24.27,89205,₹ 24.10
24531,Critical,0.05,70.98,30,33,Ricky Hensley,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,Novimex High-Tech Fabric Mesh Task Chair,0.78,West,Oregon,Gresham,97030,8/16/2013,8/18/2013,-162.15032,9,640.97,89208,₹ 638.82
24532,Critical,0.05,4.98,4.7,33,Ricky Hensley,Regular Air,Corporate,Office Supplies,Paper,Small Box,Staples Copy Paper (20Lb. and 84 Bright),0.38,West,Oregon,Gresham,97030,8/16/2013,8/18/2013,-14.99264,9,46.63,89208,₹ 44.82
25223,Not Specified,0,6783.02,24.49,35,Milton Bland,Regular Air,Small Business,Technology,Office Machines,Large Box,Polycom ViewStation™ ISDN Videoconferencing Unit,0.39,West,Oregon,Gresham,97030,11/27/2012,11/28/2012,2396.87958,3,21366.51,91256,"₹ 20,349.06"
21026,Low,0.07,65.99,3.99,35,Milton Bland,Regular Air,Small Business,Technology,Telephones and Communication,Small Box,StarTAC 7760,0.59,West,Oregon,Gresham,97030,5/28/2013,06-02-2013,165.501,7,394.37,91257,₹ 461.93
25224,Not Specified,0.02,9.27,4.39,36,Ray Morgan,Express Air,Small Business,Office Supplies,Paper,Wrap Bag,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",0.38,West,Oregon,Hillsboro,97123,11/27/2012,11/29/2012,71.434,29,272.98,91256,₹ 268.83
25225,Not Specified,0.03,6.68,6.15,36,Ray Morgan,Regular Air,Small Business,Office Supplies,Paper,Small Box,Xerox 1968,0.37,West,Oregon,Hillsboro,97123,11/27/2012,11/29/2012,5.65,10,73.81,91256,₹ 66.80
25226,Not Specified,0.1,5.78,5.67,37,Stacy Chandler,Regular Air,Small Business,Office Supplies,Paper,Small Box,Xerox 1978,0.36,West,Oregon,Keizer,97303,11/27/2012,11/30/2012,7.67,11,62.59,91256,₹ 63.58
20935,Medium,0.02,1.68,1.57,39,Ian L O'Donnell,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 323,0.59,Central,Illinois,Alton,62002,07-03-2011,07-04-2011,-30.54,10,17.12,88682,₹ 16.80
20936,Medium,0.1,7.08,2.35,39,Ian L O'Donnell,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,SANFORD Major Accent™ Highlighters,0.47,Central,Illinois,Alton,62002,07-03-2011,07-05-2011,23.82,14,90.8,88682,₹ 99.12
